,title,uploaded_at,duration,views,likes,comments,channel
220,Mosh (Post Election) by Eminem | Eminem,2009-09-10 11:06:34,5.33,117797.0,3712.0,250,EminemMusic
221,Sing For The Moment by Eminem (Live) | Eminem,2009-09-10 10:55:30,3.57,648786.0,20571.0,663,EminemMusic
222,Mosh (Extra Clean-No Vote Slate) by Eminem | Eminem,2009-09-10 09:58:54,5.3,54234.0,1933.0,176,EminemMusic
223,We Made You by Eminem | Eminem,2009-09-10 08:50:21,4.72,297726.0,6567.0,311,EminemMusic
224,White America (Clean Version) by Eminem | Eminem,2009-09-10 08:06:54,5.93,1296704.0,15791.0,331,EminemMusic
225,Mosh (MTV Version) by Eminem | Eminem,2009-09-10 07:29:52,5.33,74376.0,2470.0,192,EminemMusic
226,Sing For The Moment (Edited) by Eminem | Eminem,2009-09-10 06:07:40,5.47,4622215.0,39672.0,626,EminemMusic
227,Stan by Eminem ft. Dido (Short Version) | Eminem,2009-09-10 06:01:19,6.05,152486.0,4679.0,271,EminemMusic
228,Eminem - My Name Is (Official Music Video),2009-06-17 00:56:02,4.15,239129575.0,1896597.0,70807,EminemMusic
229,Eminem - Superman (Clean Version) ft. Dina Rae,2009-06-17 00:47:50,4.78,136716234.0,884995.0,34673,EminemMusic
230,Eminem - When I'm Gone (Official Music Video),2009-06-17 00:23:36,6.17,937060270.0,5616074.0,298028,EminemMusic
231,Eminem - Stan (Short Version) ft. Dido,2009-06-16 23:50:41,6.08,119477573.0,1095312.0,43124,EminemMusic
232,Eminem - Shake That (Official Music Video) ft. Nate Dogg,2009-06-16 23:46:08,4.58,159892592.0,1325596.0,33543,EminemMusic
233,Eminem - Cleanin' Out My Closet (Official Music Video),2009-06-16 23:39:02,5.22,355588003.0,2169456.0,88243,EminemMusic
234,Eminem - My Name Is (Dirty Version) (Official Music Video),2009-06-16 23:11:19,4.17,46755982.0,501278.0,17040,EminemMusic
235,Eminem - Guilty Conscience (Official Music Video) ft. Dr. Dre,2009-06-16 23:08:30,3.58,58725158.0,453025.0,20542,EminemMusic
236,Eminem - Without Me (Official Music Video),2009-06-16 23:00:29,4.97,1546728061.0,11139759.0,337452,EminemMusic
237,Eminem - Stan (Live),2009-06-16 22:58:03,3.65,5105434.0,59640.0,2838,EminemMusic
238,Eminem - Just Don't Give A F***,2009-06-16 22:57:49,3.82,18020774.0,196664.0,10466,EminemMusic
239,Eminem - The Way I Am,2009-06-16 22:47:41,5.05,183907433.0,1051084.0,50093,EminemMusic
240,Eminem - We Made You (Official Music Video),2009-06-16 22:07:05,4.78,241238258.0,1158564.0,77159,EminemMusic
241,Eminem - 3 a.m. (Official Music Video),2009-06-16 22:06:05,5.4,63241881.0,360634.0,35641,EminemMusic
242,Eminem - White America (Official Music Video),2009-06-16 21:55:47,5.95,56209928.0,360199.0,33166,EminemMusic
243,We Made You by Eminem | Eminem,2009-04-07 07:21:53,4.85,21256215.0,55782.0,13369,EminemMusic
244,Lose Yourself by Eminem | Eminem,2007-05-24 21:50:19,5.47,125616311.0,774188.0,54509,EminemMusic
